"pro","class"
0.114003557729239,"No"
0.231566625481573,"No"
0.254343557298614,"No"
0.254343557298614,"No"
0.260218621183085,"No"
0.415672607176579,"No"
0.607365694564996,"No"
0.998742317319085,"No"
0.343378072087883,"No"
0.254343557298614,"No"
0.991370824683666,"No"
0.327949980898648,"No"
0.254925365790557,"No"
0.267649873612029,"No"
0.246064857751949,"No"
0.318998924539481,"No"
0.664380984888046,"No"
0.246981516475407,"No"
0.254343557298614,"No"
0.306912784751018,"No"
0.259324598660824,"No"
0.0495603389977841,"No"
0.269953165305315,"No"
0.250181390205676,"No"
0.175100831862141,"No"
0.30427213935327,"No"
0.993976693435159,"No"
0.283418598933055,"No"
0.250181390205676,"No"
0.287854986958289,"No"
0.204669611672299,"No"
0.443713360220978,"No"
0.567534004013682,"No"
0.262966728931403,"No"
0.439303074319304,"No"
0.141678447765361,"No"
0.223598898016783,"No"
0.263257046789094,"No"
0.250181390205676,"No"
0.257206499779967,"No"
0.116775215038282,"No"
0.652727622840494,"No"
0.460380547706367,"No"
0.360763785764764,"No"
0.280502133656777,"No"
0.2822720451933,"No"
0.271413002442888,"No"
0.502260549414992,"No"
0.410568524941805,"No"
0.218313824340218,"No"
0.287276793290559,"No"
0.895917299217105,"No"
0.401971683421083,"No"
0.407830774326161,"No"
0.254343557298614,"No"
0.349581491050829,"No"
0.278376517690074,"No"
0.289547437495004,"No"
0.0981350924619583,"No"
0.242900579178213,"No"
0.291686569380091,"No"
0.197746248662363,"No"
0.273114191906956,"No"
0.274429565974904,"No"
0.382575044109867,"No"
0.322041434222456,"No"
0.257209768951007,"No"
0.254343557298614,"No"
0.388387799997016,"No"
0.254343557298614,"No"
0.50864231225452,"No"
0.281990899680374,"No"
0.614572121232114,"No"
0.324405349745943,"No"
0.330388434063927,"No"
0.660373506633645,"No"
0.718861196489576,"No"
0.286461467008117,"No"
0.0600754055087048,"No"
0.0126637931528407,"No"
0.472455284987605,"No"
0.367454511404532,"No"
0.259664734540224,"No"
0.254343557298614,"No"
0.441305109885426,"No"
0.300381993861763,"No"
0.266050511375087,"No"
0.227774950724483,"No"
0.107093548620905,"No"
0.254343557298614,"No"
0.217744681638896,"No"
0.229230170277072,"No"
0.501828928348954,"No"
0.278279943641457,"No"
0.250181390205676,"No"
0.254588029031856,"No"
0.406086178826419,"No"
0.207226416139207,"No"
0.105276539691124,"No"
0.360764472140489,"No"
0.326268397291731,"No"
0.363981782814644,"No"
0.325357813089581,"No"
0.238966628025862,"No"
0.0455928507017814,"No"
0.832737976223522,"No"
0.286659369873497,"No"
0.379835218888185,"No"
0.254343557298614,"No"
0.273255170341917,"No"
0.250181390205676,"No"
0.288090656653751,"No"
0.53696234425831,"No"
0.231087565910519,"No"
0.247042778060278,"No"
0.882183390671879,"No"
0.281633793351175,"No"
0.457010396196079,"No"
0.265973966069423,"No"
0.112425414599189,"No"
0.372417098420255,"No"
0.254583188087174,"No"
0.769838278930454,"No"
0.353855048892328,"No"
0.251809365845233,"No"
0.254343557298614,"No"
0.263732183043053,"No"
0.329235544489257,"No"
0.599757787447578,"No"
0.256603436979245,"No"
0.250022882803028,"No"
0.146053712446599,"No"
0.355046110589759,"No"
0.325615891372209,"No"
0.352754593516731,"No"
0.227790682601882,"No"
0.254343557298614,"No"
0.287258421047185,"No"
0.496715765299321,"No"
0.285455066925275,"No"
0.315717627465431,"No"
0.595667626986327,"No"
0.321264746839156,"No"
0.279735528935345,"No"
0.254343557298614,"No"
0.746817813068839,"No"
0.865483705436205,"No"
0.254858208406741,"No"
0.254343557298614,"No"
0.292711948987594,"No"
0.963673353650097,"No"
0.558730118700817,"No"
0.549355641412349,"No"
0.250181390205676,"No"
0.262608907144107,"No"
0.282830822667653,"No"
0.253272968466802,"No"
0.5506556266171,"No"
0.288553535530916,"No"
0.679743337348439,"No"
0.360577580157343,"No"
0.414822377938673,"No"
0.248432182977355,"No"
0.250181390205676,"No"
0.321574653509021,"No"
0.16654132828908,"No"
0.453858419302718,"No"
0.648296106827286,"No"
0.322738624233686,"No"
0.250181390205676,"No"
0.457893539327472,"No"
0.184894168517074,"No"
0.592932032505053,"No"
0.62319730274042,"No"
0.254343557298614,"No"
0.198109064558313,"No"
0.0711300405337523,"No"
0.264679034253608,"No"
0.28941202018157,"No"
0.926850903171161,"No"
0.328214364491243,"No"
0.0774850200628357,"No"
0.318218321652546,"No"
0.251793529093614,"No"
0.272934842772252,"No"
0.254343557298614,"No"
0.359986286831985,"No"
0.238399337577931,"No"
0.989477180737836,"No"
0.744146872175986,"No"
0.254343557298614,"No"
0.00559385391671448,"No"
0.10791173813542,"No"
0.494365833087197,"No"
0.291249849894827,"No"
0.463359807257393,"No"
0.159551879969265,"No"
0.00709402708412095,"No"
0.275648940104568,"No"
0.215678195847081,"No"
0.297599164952871,"No"
0.29345861281102,"No"
0.286712452811231,"No"
0.276002473722576,"No"
0.135710688205682,"No"
0.303784823957956,"No"
0.650193382972696,"No"
0.272891249137118,"No"
0.254343557298614,"No"
0.613897225721435,"No"
0.152729190695677,"No"
0.323338510204388,"No"
0.254343557298614,"No"
0.829414646283637,"No"
0.180833976048814,"No"
0.142888252751108,"No"
0.0493900411618432,"No"
0.340684754144961,"No"
0.252957940158564,"No"
0.627729225736783,"No"
0.511445016375854,"No"
0.984113330807998,"No"
0.250181390205676,"No"
0.281603340174499,"No"
0.305600205077591,"No"
0.263685839469663,"No"
0.293016444980846,"No"
0.971232725577573,"No"
0.275576405360781,"No"
0.527319914771801,"No"
0.269331993048159,"No"
0.140552388753642,"No"
0.265570436934582,"No"
0.241741418866297,"No"
0.298622232300023,"No"
0.280502367129836,"No"
0.0869992081965654,"No"
0.660489019992826,"No"
0.337152477058666,"No"
0.737155918391899,"No"
0.264993240453709,"No"
0.253301504501516,"No"
0.357020610333918,"No"
0.305523357210437,"No"
0.254343557298614,"No"
0.269448342304523,"No"
0.514056964110274,"No"
0.226167405224445,"No"
0.195100252751635,"No"
0.659941822440669,"No"
0.0708394179210305,"No"
0.256093629372753,"No"
0.405460477948453,"No"
0.00520903222850445,"No"
0.283363081438352,"No"
0.380422923107461,"No"
0.268292153157285,"No"
0.158396096526357,"No"
0.421053943933326,"No"
0.308093681683722,"No"
0.494093581256005,"No"
0.748069833628278,"No"
0.482108561738372,"No"
0.491889108556298,"No"
0.832032082298705,"No"
0.254343557298614,"No"
0.250181390205676,"No"
0.291114865711283,"No"
0.205716907285211,"No"
0.254343557298614,"No"
0.398495013267767,"No"
0.938355848481908,"No"
0.179010364623762,"No"
0.236278895747128,"No"
0.269387544628653,"No"
0.254343557298614,"No"
0.225944737733414,"No"
0.529374729367426,"No"
0.333115491839189,"No"
0.277746652506564,"No"
0.254343557298614,"No"
0.312250017003386,"No"
0.307896135354926,"No"
0.257049999598895,"No"
0.231101021007085,"No"
0.250223333030804,"No"
0.389758255241935,"No"
0.403455638798404,"No"
0.27055921223018,"No"
0.254343557298614,"No"
0.254343557298614,"No"
0.254343557298614,"No"
0.250421904018528,"No"
0.322482912459586,"No"
0.246064857751949,"No"
0.439851868139607,"No"
0.423097705562159,"No"
0.0907147477741495,"No"
0.356439152313585,"No"
0.588937099596267,"No"
0.881364082751315,"No"
0.520919952050522,"No"
0.244303105578855,"No"
0.304805837671737,"No"
0.360812942566838,"No"
0.277277992508465,"No"
0.570772612509437,"No"
0.34817349149522,"No"
0.320813844857355,"No"
0.319095826620462,"No"
0.204301598118806,"No"
0.250181390205676,"No"
0.374875332210961,"No"
0.343270482976145,"No"
0.732243695993245,"No"
0.254694210730348,"No"
0.394318760079551,"No"
0.800301975340164,"No"
0.265269794468321,"No"
0.0842191838326151,"No"
0.124985418165766,"No"
0.564812294376638,"No"
0.322825946982481,"No"
0.290633321070989,"No"
0.305897822053726,"No"
0.282830822667653,"No"
0.254343557298614,"No"
0.368675752382322,"No"
0.254343557298614,"No"
0.315918519549096,"No"
0.248755603457111,"No"
0.483266940201771,"No"
0.742351937115494,"No"
0.232303976880281,"No"
0.213226347833772,"No"
0.242055259892965,"No"
0.271878523281771,"No"
0.20360881717356,"No"
0.265305125907247,"No"
0.126068377240948,"No"
0.34787728738302,"No"
0.45449622835098,"No"
0.273392148398293,"No"
0.315110512669926,"No"
0.289977121861532,"No"
0.260996958558183,"No"
0.2915544336826,"No"
0.915622823017156,"No"
0.300218622898263,"No"
0.307563617215942,"No"
0.25848030249707,"No"
0.414157535313082,"No"
0.812733398796258,"No"
0.241796456519118,"No"
0.413308641429254,"No"
0.375871358662075,"No"
0.282603559428103,"No"
0.288485444812184,"No"
0.254343557298614,"No"
0.52741009874393,"No"
0.294801137786104,"No"
0.278622626842537,"No"
0.310960151391338,"No"
0.285266563576896,"No"
0.386969479682432,"No"
0.250181390205676,"No"
0.253453370053825,"No"
0.260528569374885,"No"
0.277346912890027,"No"
0.277648270495851,"No"
0.289312404940317,"No"
0.280397132013138,"No"
0.294671727333487,"No"
0.254343557298614,"No"
0.151228162722954,"No"
0.284730569910856,"No"
0.0305235017553922,"No"
0.210274371801333,"No"
0.279578222109248,"No"
0.997490148251991,"No"
0.281513290841666,"No"
0.772548609920961,"No"
0.244341353944929,"No"
0.268880371318659,"No"
0.301154715214705,"No"
0.350699817495218,"No"
0.254343557298614,"No"
0.431096264295415,"No"
0.287538203160461,"No"
0.0460486852581734,"No"
0.0795131569860741,"No"
0.317017519661032,"No"
0.213830547652259,"No"
0.927415441325625,"No"
0.360102107858905,"No"
0.250181390205676,"No"
0.912627420334553,"No"
0.257615901728772,"No"
0.254343557298614,"No"
0.249913948789143,"No"
0.294982335141132,"No"
0.270225961999954,"No"
0.35547753528295,"No"
0.211652565138116,"No"
0.237397683901965,"No"
0.421848668681768,"No"
0.250181390205676,"No"
0.346577554071224,"No"
0.317934440380642,"No"
0.250181390205676,"No"
0.244755905399554,"No"
0.286957779900933,"No"
0.269763556597077,"No"
0.362373241097965,"No"
0.166182186323655,"No"
0.31050334750118,"No"
0.254343557298614,"No"
0.321386204304358,"No"
0.230934748466648,"No"
0.233911006334686,"No"
0.374349540006472,"No"
0.276499719807527,"No"
0.276860945360104,"No"
0.338401793793456,"No"
0.298332728209703,"No"
0.945824349309092,"No"
0.264672778162007,"No"
0.254343557298614,"No"
0.209195324068487,"No"
0.524102124459816,"No"
0.265455303406079,"No"
0.515815795702097,"No"
0.0948536484732796,"No"
0.370419488242892,"No"
0.274412189608245,"No"
0.0644785183524123,"No"
0.254343557298614,"No"
0.486312219654481,"No"
0.225060146262427,"No"
0.946342032927598,"No"
0.996242040490417,"No"
0.680134253208594,"No"
0.431435120022587,"No"
0.242409224845467,"No"
0.585518908554431,"No"
0.142261796518389,"No"
0.262922566991471,"No"
0.0779982079814371,"No"
0.250181390205676,"No"
0.379706285893137,"No"
0.24861631732475,"No"
0.260718934869918,"No"
0.366219866550629,"No"
0.950187038219264,"No"
0.867915460213168,"No"
0.180433924720961,"No"
0.363857814182393,"No"
0.775807470648635,"No"
0.266303521504943,"No"
0.249701333285255,"No"
0.410759517140419,"No"
0.194007263271888,"No"
0.254343557298614,"No"
0.182694446139083,"No"
0.535957573853931,"No"
0.489536201968678,"No"
0.0188618214780261,"No"
0.254343557298614,"No"
0.250181390205676,"No"
0.254343557298614,"No"
0.123415043215365,"No"
0.317934440380642,"No"
0.141128775562181,"No"
0.321532373867303,"No"
0.0069243521513787,"No"
0.260145055388127,"No"
0.250181390205676,"No"
0.585558726169151,"No"
0.0972226357344019,"No"
0.30249041100253,"No"
0.196069422158118,"No"
0.254343557298614,"No"
0.283648356969509,"No"
0.331008006841149,"No"
0.358579327910587,"No"
0.265275401669406,"No"
0.313090134727806,"No"
0.254343557298614,"No"
0.176641980185702,"No"
0.203944544434332,"No"
0.242656422689727,"No"
0.349232537187081,"No"
0.254343557298614,"No"
0.268190363273693,"No"
0.786303994603091,"No"
0.254343557298614,"No"
0.305448469679402,"No"
0.261904629706498,"No"
0.697315731641067,"No"
0.240698017285785,"No"
0.509489287908612,"No"
0.390349008707572,"No"
0.281863727469661,"No"
0.0131479269756836,"No"
0.159254438302107,"No"
0.278267360146515,"No"
0.897357771070698,"No"
0.3337922122476,"No"
0.189132230948044,"No"
0.254688889652605,"No"
0.291420776977933,"No"
0.911154484655273,"No"
0.137032724757692,"No"
0.618947270740397,"No"
0.246064857751949,"No"
0.362945932226596,"No"
0.140756673086376,"No"
0.283478528331405,"No"
0.335104843770083,"No"
0.0554349351653031,"No"
0.0951267462819343,"No"
0.326749709605468,"No"
0.287038634158743,"No"
0.0578628188643037,"No"
0.252010843658744,"No"
0.304433339037242,"No"
0.0365996902153283,"No"
0.293505109145968,"No"
0.0288376611611641,"No"
0.32214056386254,"No"
0.277441576023704,"No"
0.205500359819509,"No"
0.28990974749824,"No"
0.298921226257418,"No"
0.198315505495374,"No"
0.365439870662956,"No"
0.200941731438111,"No"
0.254343557298614,"No"
0.815983791306572,"No"
0.208523808125933,"No"
0.59046335128378,"No"
0.418839288214315,"No"
0.492827773729273,"No"
0.251760336499577,"No"
0.378689506997285,"No"
0.190249345113876,"No"
0.893166642796522,"No"
0.214533867463311,"No"
0.283712717770199,"No"
0.332396587258411,"No"
0.311078700349705,"No"
0.317934440380642,"No"
0.456364606216827,"No"
0.0787622979278285,"No"
0.0983550807446419,"No"
0.436628514504353,"No"
0.156964609827723,"No"
0.281900553402515,"No"
0.28539623396785,"No"
0.254343557298614,"No"
0.284745325666375,"No"
0.29592297635569,"No"
0.340148393458964,"No"
0.82862541300456,"No"
0.882183390671879,"No"
0.28317939270642,"No"
0.585946428883269,"No"
0.242698552049808,"No"
0.442105047305637,"No"
0.345542273061238,"No"
0.834917088521502,"No"
0.345890992087909,"No"
0.310885741612083,"No"
0.616746483856137,"No"
0.280695611721747,"No"
0.810319611558196,"No"
0.154386091454998,"No"
0.254343557298614,"No"
0.44182242129365,"No"
0.442772908375973,"No"
0.315950425034326,"No"
0.33380044188668,"No"
0.195485466390992,"No"
0.291867628234554,"No"
0.317244881397412,"No"
0.241565902950813,"No"
0.825797378228044,"No"
0.332087998335406,"No"
0.446199255308661,"No"
0.250181390205676,"No"
0.94340669195285,"No"
0.426550802582985,"No"
0.0674474796988452,"No"
0.581438893253105,"No"
0.405766521186619,"No"
0.271268851576345,"No"
0.275685511620663,"No"
0.643204730827935,"No"
0.279138156958018,"No"
0.348581090155838,"No"
0.162888684080744,"No"
0.596475753688095,"No"
0.290024696298257,"No"
0.238203387356669,"No"
0.322955351240631,"No"
0.479043636314107,"No"
0.276262937689533,"No"
0.123055923702863,"No"
0.237912686224115,"No"
0.254343557298614,"No"
0.0570279045347689,"No"
0.254343557298614,"No"
0.281526211832037,"No"
0.345368026190617,"No"
0.404203013089613,"No"
0.377054613248444,"No"
0.291084029662501,"No"
0.983816368753494,"No"
0.265275401669406,"No"
0.441453261109898,"No"
0.298880524803663,"No"
0.0966763500952099,"No"
0.46287757543585,"No"
0.38146011054011,"No"
0.134974186957232,"No"
0.354302061579932,"No"
0.105942746532147,"No"
0.270548421671531,"No"
0.198628799744484,"No"
0.449987534283576,"No"
0.25676978294981,"No"
0.276399989852065,"No"
0.227548305704569,"No"
0.296106644781924,"No"
0.308698478293017,"No"
0.298875115851631,"No"
0.214716550787718,"No"
0.835849468314341,"No"
0.245116180693782,"No"
0.793933894176611,"No"
0.254343557298614,"No"
0.999500972465908,"No"
0.254343557298614,"No"
0.401563966665771,"No"
0.208248623319317,"No"
0.240909037791632,"No"
0.270981022862145,"No"
0.232610729232297,"No"
0.34591078501143,"No"
0.265275401669406,"No"
0.254343557298614,"No"
0.401473984739306,"No"
0.298874645040338,"No"
0.28784251149118,"No"
0.254343557298614,"No"
0.267173447506704,"No"
0.507866730754924,"No"
0.493328850047746,"No"
0.468438742619643,"No"
0.326047031064084,"No"
0.254343557298614,"No"
0.346741282383481,"No"
0.141961382953919,"No"
0.894608174453553,"No"
0.332459432124436,"No"
0.240283890974948,"No"
0.512895614256328,"Yes"
0.608238222705835,"Yes"
0.635443294317772,"Yes"
0.78996386648115,"Yes"
0.411542343982809,"Yes"
0.348078590998679,"Yes"
0.927375103755661,"Yes"
0.319680315769591,"Yes"
0.17230581303286,"Yes"
0.778771852461116,"Yes"
0.29999401121116,"Yes"
0.653315336434173,"Yes"
0.309979135286281,"Yes"
0.988756975096979,"Yes"
0.330489113712605,"Yes"
0.831811108866811,"Yes"
0.728394630446777,"Yes"
0.611739529625672,"Yes"
0.308196372224713,"Yes"
0.991853471109708,"Yes"
0.429998968165012,"Yes"
0.527972189894986,"Yes"
0.629595558611088,"Yes"
0.80071462524003,"Yes"
0.984717037254677,"Yes"
0.367564314936344,"Yes"
0.997233011975923,"Yes"
0.856114659933911,"Yes"
0.213070283948537,"Yes"
0.322663040858755,"Yes"
0.365719451997955,"Yes"
0.957649469528852,"Yes"
0.4488744109287,"Yes"
0.608839027344037,"Yes"
0.835575143164502,"Yes"
0.986251729032085,"Yes"
0.979811656308526,"Yes"
0.663591823602121,"Yes"
0.896396834788951,"Yes"
0.99475741849257,"Yes"
0.163980933769167,"Yes"
0.129864521103165,"Yes"
0.972505611664443,"Yes"
0.958008438994861,"Yes"
0.736396068276251,"Yes"
0.409057066632062,"Yes"
0.98761157267737,"Yes"
0.310562852876532,"Yes"
0.387206150314814,"Yes"
0.943751310523854,"Yes"
0.554344997867095,"Yes"
0.723545392193893,"Yes"
0.774074685217743,"Yes"
0.138184641701334,"Yes"
0.886931237403125,"Yes"
0.127608137595202,"Yes"
0.940996640200937,"Yes"
0.36321392420611,"Yes"
0.902597210234459,"Yes"
0.408042324867992,"Yes"
0.802698867022539,"Yes"
0.977373946961805,"Yes"
0.52746107518617,"Yes"
0.269064352741593,"Yes"
0.929895234151429,"Yes"
0.240700833500218,"Yes"
0.969626744832785,"Yes"
0.935945911579556,"Yes"
0.998563945978356,"Yes"
0.936568763962149,"Yes"
0.369878748656418,"Yes"
0.831537435615547,"Yes"
0.650467951329225,"Yes"
0.982740721824574,"Yes"
0.598239851684698,"Yes"
0.98592083572737,"Yes"
0.76854130292393,"Yes"
0.449680406012268,"Yes"
0.605781248667741,"Yes"
0.587409001284273,"Yes"
0.808733879840532,"Yes"
0.347826659271216,"Yes"
0.979040771716703,"Yes"
0.622826035612009,"Yes"
0.61777178070565,"Yes"
0.98182673094998,"Yes"
0.351063226224647,"Yes"
0.778784102085801,"Yes"
0.671793742934791,"Yes"
0.399627608526889,"Yes"
0.514737929794669,"Yes"
0.679598048845474,"Yes"
0.931337668347216,"Yes"
0.940465137032304,"Yes"
0.990379938769952,"Yes"
0.482999617028174,"Yes"
0.490868508780473,"Yes"
0.503857594929476,"Yes"
0.582737333751592,"Yes"
0.495612178788477,"Yes"
0.486437282303291,"Yes"
0.351657898266077,"Yes"
0.531527007416421,"Yes"
0.561588333638858,"Yes"
0.421069427876324,"Yes"
0.982435765809097,"Yes"
0.578398901709488,"Yes"
0.232881071672858,"Yes"
0.648752540803214,"Yes"
0.880649201132512,"Yes"
0.611487174731095,"Yes"
0.980291199239953,"Yes"
0.754433609864798,"Yes"
0.56330978457924,"Yes"
0.658544418714911,"Yes"
0.690323434666276,"Yes"
0.871912790302202,"Yes"
0.972744145010833,"Yes"
0.995230991041687,"Yes"
0.64387326976361,"Yes"
0.980211682350415,"Yes"
0.620748233502931,"Yes"
0.879000805153153,"Yes"
0.672739648070949,"Yes"
0.807956320657418,"Yes"
0.826782154069565,"Yes"
0.497055759715298,"Yes"
0.642230393048497,"Yes"
0.677133014101805,"Yes"
0.984432578768725,"Yes"
0.85453777070967,"Yes"
0.874686275490903,"Yes"
0.989261655526807,"Yes"
0.290235920030678,"Yes"
